INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK
8575	0	4	0	0	9	0	0	1
8576	0	13	0	0	0	0	2	0
8577	0	4	0	0	21	0	0	21
8578	0	2	0	0	0	0	0	0
8579	0	0	0	0	0	0	0	0
8580	0	16	0	0	4	0	2	0
8581	0	3	0	0	5	0	0	9
8582	4	0	0	0	4	4	4	20
8583	5	2	0	0	0	1	0	0
8584	0	18	0	0	0	0	4	0
8585	0	2	0	0	0	0	0	0
8586	0	0	0	0	0	0	0	0
8587	0	6	0	0	4	0	0	3
8588	2	7	0	0	0	0	0	2
8589	0	0	0	0	0	0	0	0
8590	0	27	0	0	0	0	0	0
8591	0	0	0	0	5	0	0	6
8592	0	0	0	0	0	0	0	0
8593	0	0	0	0	0	0	0	0
8594	0	10	0	2	0	0	2	2
8595	0	4	0	0	0	0	0	0
8596	0	2	0	0	7	0	5	4
8597	0	0	0	0	0	0	0	4
8598	0	2	0	0	0	0	0	0
8599	0	4	0	4	4	0	0	0
8600	0	10	0	0	30	0	0	19
8601	0	17	0	0	2	0	0	0
8602	0	4	0	0	0	0	0	0
8603	0	19	0	0	2	0	0	0
8604	3	0	0	0	0	0	0	0
8605	0	0	0	0	0	0	0	26
8606	0	0	0	0	0	0	0	0
8607	0	2	0	0	12	2	2	18
8608	0	0	0	0	0	0	0	3
8609	0	6	0	3	9	0	0	13
8610	0	6	0	0	11	8	6	14
8611	0	5	0	0	6	0	0	2
8612	0	0	0	0	2	0	2	9
8613	NA	NA	NA	NA	NA	NA	NA	NA
8614	2	2	0	0	0	0	0	9
8615	2	6	0	0	2	0	2	2
8616	0	2	0	0	5	0	1	0
8617	0	0	0	16	10	0	0	22
8618	0	23	0	0	7	0	0	0
8619	1	0	0	0	13	0	0	3
8620	2	18	0	0	0	0	0	0
8621	0	0	0	0	7	0	0	0
8622	0	5	0	0	0	0	0	0
8623	0	5	0	0	2	0	0	0
8624	0	0	0	0	0	0	0	2
8625	0	0	0	0	1	0	0	0
8626	0	0	0	0	6	0	0	2
8627	NA	NA	NA	NA	NA	NA	NA	NA
8628	3	0	0	0	8	0	0	2
8629	0	15	0	0	2	0	0	0
8630	0	0	0	0	0	0	0	0
8631	0	10	0	0	0	0	0	0
8632	2	0	0	0	10	0	0	2
8633	0	2	0	0	0	0	0	4
8634	0	4	0	36	0	0	0	0
8635	0	5	0	0	4	0	0	4
8636	0	0	0	4	8	0	0	0
8637	0	12	0	0	3	0	0	0
8638	0	0	0	0	4	0	0	3
8639	0	0	0	0	0	0	0	27
8640	0	4	0	0	3	0	0	0
8641	0	3	0	0	4	0	0	14
8642	4	0	0	0	8	0	0	0
8643	0	0	0	0	0	0	0	7
8644	0	0	0	0	0	0	0	4
8645	0	6	0	0	0	0	0	0
8646	0	5	0	0	8	0	1	0
8647	0	2	0	0	5	0	0	0
8648	0	4	0	0	19	0	0	0
8649	0	8	0	2	2	0	0	17
8650	0	11	0	0	14	0	0	0
8651	0	0	0	0	0	0	0	0
8652	0	2	0	0	0	0	0	0
8653	0	18	0	0	0	0	0	0
8654	0	0	0	0	0	0	3	0
8655	0	2	0	9	6	0	0	17
8656	0	9	0	3	4	0	2	0
8657	NA	NA	NA	NA	NA	NA	NA	NA
8658	0	4	0	0	0	0	0	2
8659	0	3	0	0	13	0	0	0
8660	0	2	0	0	0	0	0	12
8661	2	0	0	0	6	0	0	0
8662	0	0	0	0	0	0	0	2
8663	0	10	0	3	4	0	0	0
8664	0	0	0	3	15	0	3	11
8665	0	2	0	0	0	0	0	7
8666	0	0	0	0	0	0	0	0
8667	0	2	0	0	8	0	0	9
8668	0	5	0	2	13	2	15	31
8669	3	18	0	0	18	0	0	7
8670	0	0	0	0	0	0	0	14
8671	0	8	0	0	14	0	0	4
8672	0	0	0	0	20	0	0	12
8673	0	17	0	0	0	0	0	0
8674	0	2	0	2	10	6	6	17
8675	0	0	0	0	0	0	0	12
8676	0	12	0	2	4	0	0	6
8677	0	7	0	1	2	0	2	0
8678	4	0	0	0	0	0	0	4
8679	0	9	0	0	3	0	0	0
8680	5	2	0	0	0	0	0	0
8681	0	2	0	0	0	0	0	0
8682	0	2	0	0	0	0	0	0
8683	0	0	0	0	0	0	0	0
8684	0	6	0	0	0	0	0	0
8685	0	8	0	0	2	0	0	0
8686	0	4	0	0	16	0	0	0
8687	0	0	0	0	0	0	0	0
8688	0	0	0	0	18	0	0	0
8689	0	13	0	0	8	8	2	15
8690	0	2	0	0	2	0	10	2
8691	0	0	0	0	3	0	0	6
8692	NA	NA	NA	NA	NA	NA	NA	NA
8693	3	0	0	0	3	0	0	0
8694	0	2	0	0	0	0	0	0
8695	2	2	0	0	0	0	0	26
8696	NA	NA	NA	NA	NA	NA	NA	NA
8697	0	10	0	0	4	0	0	5
8698	0	0	0	0	8	0	0	6
8699	3	0	0	0	0	0	0	0
8700	NA	NA	NA	NA	NA	NA	NA	NA
8701	0	0	0	0	2	0	0	21
8702	0	4	0	0	11	0	10	39
8703	0	0	0	0	0	0	0	0
8704	0	9	0	0	33	0	0	4
8705	0	3	0	0	0	0	0	0
8706	0	4	0	0	0	0	0	0
8707	0	14	0	34	0	0	0	19
8708	0	0	0	0	4	0	0	6
8709	0	8	0	0	4	0	0	4
8710	0	0	0	0	0	0	0	0
8711	0	15	0	0	0	0	0	0
8712	0	2	0	0	2	0	0	4
8713	0	7	0	0	26	0	3	0
8714	4	0	0	0	0	0	0	0
8715	0	0	0	0	2	0	6	2
8716	0	9	0	0	0	0	0	6
8717	0	4	0	0	0	0	0	2
8718	0	0	0	3	3	0	0	11
8719	0	0	0	0	0	0	0	0
8720	0	13	0	0	15	0	2	2
8721	0	10	0	0	0	0	0	0
8722	2	2	0	0	0	2	0	0
8723	13	6	0	0	4	0	0	3
8724	0	11	0	0	0	0	0	14
8725	0	0	0	3	0	0	3	9
8726	7	0	0	2	0	2	0	4
8727	0	0	0	0	0	0	0	0
8728	0	0	0	0	0	0	0	6
8729	0	0	0	0	0	0	0	4
8730	0	0	0	0	0	0	0	0
8731	0	0	0	0	0	0	0	6
8732	0	0	0	4	9	0	0	0
8733	0	4	0	5	0	0	0	0
8734	7	0	0	0	6	0	0	0
8735	4	2	0	0	0	0	0	2
8736	0	0	0	0	0	0	0	0
8737	0	6	0	0	0	0	0	3
8738	0	0	0	0	0	0	0	0
8739	3	0	0	0	0	0	0	0
8740	0	4	0	0	9	0	0	3
8741	0	2	0	0	0	0	0	0
8742	0	0	0	0	0	0	0	21
8743	0	4	0	4	18	0	0	2
8744	0	0	0	0	11	0	0	8
8745	0	2	0	0	13	0	0	7
8746	0	8	0	0	0	0	0	17
8747	0	0	0	0	0	0	0	0
8748	0	20	0	0	16	0	0	0
8749	0	12	0	0	5	0	0	0
8750	0	0	0	2	0	0	0	0
8751	0	29	0	0	0	0	0	0
8752	0	8	0	0	2	0	0	2
8753	0	0	0	7	27	0	0	0
8754	0	0	0	0	0	0	0	0
8755	0	5	0	2	2	0	0	13
8756	0	0	0	0	0	0	0	0
8757	0	11	0	0	0	0	0	0
8758	0	0	0	0	0	0	0	0
8759	0	4	0	0	4	0	0	0
8760	0	6	0	0	6	0	0	0
8761	0	0	0	0	0	0	0	0
8762	0	0	0	0	4	0	0	0
8763	0	3	0	8	0	0	3	2
8764	NA	NA	NA	NA	NA	NA	NA	NA
8765	0	0	0	0	0	0	7	33
8766	0	3	0	0	3	0	4	0
8767	0	0	0	0	15	0	0	9
8768	0	11	0	0	9	0	0	0
8769	0	0	0	0	0	0	0	0
8770	8	0	0	0	3	7	0	0
8771	0	9	0	18	5	0	0	14
8772	0	2	0	0	1	0	0	0
8773	0	0	0	0	17	0	0	24
8774	0	10	0	0	0	0	0	0
8775	0	0	0	0	0	0	0	0
8776	0	3	0	0	0	0	0	13
8777	0	1	0	0	0	3	0	2
8778	0	21	0	0	11	0	0	3
8779	0	2	0	2	0	0	0	0
8780	0	3	0	0	5	0	0	6
8781	0	8	0	0	2	12	0	2
8782	0	8	0	0	7	0	0	2
8783	0	0	0	0	0	0	3	8
8784	0	11	0	0	0	0	0	4
8785	0	23	0	0	0	0	0	0
8786	0	4	0	0	0	0	0	0
8787	2	0	0	0	8	0	0	1
8788	0	0	0	0	0	0	0	11
8789	0	0	0	0	2	0	0	4
8790	0	3	0	3	0	0	0	0
8791	0	5	0	0	4	0	0	2
8792	5	5	0	0	0	0	0	0
8793	0	10	0	0	0	0	0	0
8794	0	7	0	0	22	0	0	0
8795	0	14	0	0	18	0	0	0
8796	0	0	0	0	13	0	0	0
8797	0	14	0	0	14	0	0	0
8798	0	4	0	0	0	0	0	0
8799	19	0	0	0	0	0	0	0
8800	0	4	0	0	3	0	0	0
8801	0	3	0	0	0	0	0	0
8802	0	3	0	0	0	0	0	7
8803	0	13	0	2	2	0	0	4
8804	NA	NA	NA	NA	NA	NA	NA	NA
8805	0	2	0	0	3	0	1	4
8806	3	0	0	0	10	3	0	35
8807	0	9	0	1	2	0	2	2
8808	3	7	0	0	0	0	7	0
8809	0	0	0	0	10	0	0	3
8810	0	0	0	0	15	0	0	14
8811	0	3	0	0	11	0	0	0
8812	0	8	0	0	4	0	0	6
8813	0	4	0	0	0	0	0	0
8814	0	6	0	0	0	0	3	9
8815	0	13	0	0	8	2	5	0
8816	0	0	0	0	5	0	0	6
8817	2	5	0	0	0	0	2	0
8818	0	0	0	0	3	0	0	0
8819	0	15	0	3	3	0	0	2
8820	0	3	0	0	4	0	0	6
8821	0	0	0	0	6	0	0	0
8822	0	3	0	0	2	0	0	0
8823	2	4	0	0	2	0	0	0
8824	0	0	0	0	6	0	0	10
8825	0	2	0	2	8	0	0	2
8826	0	0	0	0	0	0	2	0
8827	0	0	0	0	0	0	0	8
8828	0	0	0	0	0	0	0	0
8829	0	3	0	0	0	0	0	3
8830	0	5	0	0	6	2	0	2
8831	0	0	0	0	4	0	0	4
8832	0	15	0	26	3	0	0	3
8833	3	0	0	0	3	0	0	3
8834	0	0	0	0	0	0	0	3
8835	0	2	0	0	9	0	3	2
8836	0	6	0	0	0	0	0	1
8837	4	0	0	0	12	0	0	22
8838	0	0	0	0	4	0	0	0
8839	1	6	0	0	5	0	0	0
8840	0	0	0	0	0	0	0	8
8841	4	5	0	0	2	0	0	4
8842	0	0	0	0	0	0	0	0
8843	0	0	0	2	10	0	2	8
8844	0	3	0	0	13	0	0	0
8845	NA	NA	NA	NA	NA	NA	NA	NA
8846	0	0	0	0	0	0	0	0
8847	0	2	0	0	2	0	0	0
8848	0	3	0	4	0	0	0	0
8849	0	0	0	0	2	0	0	4
8850	0	12	0	0	13	0	0	0
8851	NA	NA	NA	NA	NA	NA	NA	NA
8852	2	0	0	0	0	0	0	0
8853	0	10	0	0	11	0	0	0
8854	0	0	0	0	0	0	0	0
8855	0	18	0	0	0	0	0	0
8856	0	3	0	0	6	0	0	2
8857	NA	NA	NA	NA	NA	NA	NA	NA
8858	0	0	0	0	0	0	0	2
8859	0	3	0	6	0	0	0	0
8860	0	0	0	0	8	0	0	0
8861	0	12	0	0	0	0	0	0
8862	0	2	0	0	0	0	0	0
8863	0	3	0	0	0	0	0	0
8864	0	2	0	0	2	0	0	12
8865	0	11	0	0	0	0	0	3
8866	0	8	0	0	0	4	2	0
8867	0	8	0	0	8	0	0	0
8868	0	3	0	0	0	0	0	0
8869	22	0	0	0	0	0	0	0
8870	0	0	0	0	30	0	0	24
8871	3	5	0	0	0	0	0	0
8872	0	14	0	0	0	0	0	0
8873	2	0	0	0	4	0	0	0
8874	0	0	0	0	0	0	0	2
8875	0	6	0	0	2	0	0	2
8876	0	0	0	0	0	0	0	0
8877	4	0	0	0	14	0	0	0
8878	0	2	0	0	0	0	0	0
8879	2	0	0	0	5	8	6	15
8880	0	5	0	0	6	0	0	18
8881	0	0	0	4	0	0	0	7
8882	0	0	0	0	8	0	0	0
8883	2	0	0	0	0	0	0	11
8884	0	0	0	0	8	0	0	0
8885	4	15	0	0	14	0	0	0
8886	0	3	0	0	0	0	0	0
8887	0	8	0	0	2	0	0	16
8888	NA	NA	NA	NA	NA	NA	NA	NA
8889	0	16	0	0	9	2	0	0
8890	0	2	0	0	6	0	0	0
8891	0	0	0	0	0	0	3	3
8892	6	4	0	0	0	0	0	0
8893	0	0	0	0	3	0	0	6
8894	0	0	0	0	0	0	0	0
8895	0	4	0	0	0	0	0	4
8896	0	5	0	3	5	0	0	8
8897	0	2	0	0	0	0	0	0
8898	2	0	0	0	2	0	0	0
8899	0	2	0	0	7	0	0	8
8900	0	6	0	0	12	2	9	16
8901	0	0	0	0	6	0	0	11
8902	0	5	0	0	22	0	0	10
8903	0	0	0	0	4	0	0	0
8904	0	0	0	0	0	0	0	0
8905	0	8	0	0	10	2	6	21
8906	0	0	0	0	0	2	0	0
8907	0	0	0	0	3	0	0	3
8908	0	5	0	0	14	0	0	24
8909	0	8	0	0	8	0	0	0
8910	0	0	0	0	0	0	0	12
8911	0	12	0	0	2	0	0	0
8912	0	0	0	2	0	0	0	8
8913	0	0	0	0	0	0	0	0
8914	0	0	0	0	6	0	0	0
8915	0	0	0	0	0	0	0	0
8916	0	14	0	0	17	0	0	19
8917	0	10	0	0	0	0	0	0
8918	2	0	0	2	0	0	1	0
8919	0	0	0	0	7	0	0	0
8920	0	0	0	0	0	0	12	3
8921	6	19	0	0	27	4	6	17
8922	0	5	0	0	7	0	0	0
8923	0	11	0	0	9	0	0	2
8924	0	2	0	3	16	0	0	14
8925	0	0	0	0	23	0	0	2
8926	0	0	0	0	1	0	0	1
8927	0	0	0	0	0	0	0	0
8928	0	0	0	6	1	0	0	3
8929	0	0	0	0	0	0	0	2
8930	0	0	0	0	0	0	0	0
8931	0	9	0	0	2	8	0	8
8932	0	4	0	0	0	0	0	0
8933	0	3	0	2	1	0	0	0
8934	4	0	0	0	8	4	4	0
8935	0	15	0	0	0	0	0	0
8936	6	5	0	0	0	0	0	0
8937	4	2	0	0	0	0	0	0
8938	0	8	0	0	17	0	0	4
8939	2	9	0	0	0	0	0	0
8940	2	0	0	0	4	0	0	0
8941	0	15	0	0	0	12	6	0
8942	2	0	0	0	0	0	0	0
8943	0	0	0	0	0	0	8	2
8944	0	2	0	2	3	0	0	0
8945	0	7	0	0	21	0	0	0
8946	0	4	0	0	2	0	0	0
8947	0	2	0	0	0	0	0	23
8948	0	5	0	3	15	0	0	0
8949	0	4	0	16	0	0	0	9
8950	0	0	0	0	7	0	0	0
8951	0	0	0	0	11	0	0	3
8952	0	16	0	0	6	0	0	19
8953	0	0	0	0	0	0	0	0
8954	0	18	0	0	0	0	3	0
8955	0	4	0	0	2	0	0	12
8956	0	4	0	0	4	0	0	0
8957	0	0	0	0	0	0	0	0
8958	0	21	0	0	15	0	0	0
8959	NA	NA	NA	NA	NA	NA	NA	NA
8960	0	0	0	0	2	0	0	0
8961	0	8	0	0	0	0	0	0
8962	0	0	0	0	10	0	0	12
8963	0	0	0	0	0	0	0	0
8964	2	0	0	0	10	0	0	27
8965	0	0	0	0	6	0	0	0
8966	0	19	0	0	0	0	0	0
8967	0	0	0	0	0	0	0	6
8968	0	4	0	0	6	0	0	0
8969	0	3	0	0	9	0	0	0
8970	0	0	0	0	0	0	0	0
8971	0	0	0	0	4	0	0	0
8972	0	10	0	0	6	0	0	2
8973	4	0	0	0	11	0	2	0
8974	2	9	0	0	0	0	2	2
8975	0	2	0	0	0	0	0	2
8976	2	0	0	0	7	0	0	3
8977	0	0	0	0	6	0	0	3
8978	11	13	0	0	4	0	0	8
8979	6	14	0	0	21	0	0	0
8980	0	2	0	0	0	0	0	0
8981	0	0	0	0	0	0	0	0
8982	0	0	0	0	1	0	0	2
8983	0	0	0	0	3	0	0	0
8984	0	6	0	2	0	7	10	3
8985	8	0	0	0	4	0	0	4
8986	0	4	0	0	0	0	0	0
8987	0	33	0	0	0	0	0	2
8988	0	29	0	0	12	0	2	12
8989	0	0	0	12	0	0	0	0
8990	0	20	0	0	0	0	0	0
8991	NA	NA	NA	NA	NA	NA	NA	NA
8992	0	8	0	0	3	1	6	3
8993	0	6	0	0	0	0	3	23
8994	0	14	0	0	0	0	0	4
8995	0	9	0	0	0	0	0	0
8996	0	6	0	0	3	0	0	0
8997	0	3	0	6	0	0	0	9
8998	0	4	0	0	2	0	0	19
8999	0	2	0	5	0	0	0	0
9000	0	0	0	6	0	0	0	3
9001	0	7	0	0	0	5	0	0
9002	NA	NA	NA	NA	NA	NA	NA	NA
9003	0	0	0	0	3	0	0	0
9004	0	0	0	0	0	0	0	0
9005	NA	NA	NA	NA	NA	NA	NA	NA
9006	0	0	0	0	0	0	0	0
9007	0	17	0	0	1	0	0	8
9008	0	2	0	0	17	0	0	4
9009	6	0	0	0	0	2	0	0
9010	0	0	0	0	9	0	0	2
9011	0	0	0	0	0	0	0	3
9012	2	2	0	0	8	0	0	7
9013	0	13	0	3	3	0	0	0
9014	0	0	0	0	8	0	0	0
9015	0	0	0	0	0	0	0	0
9016	0	2	0	0	2	0	0	0
9017	0	2	0	0	0	0	0	0
9018	0	3	0	0	0	0	0	11
9019	0	6	0	4	0	0	0	0
9020	0	3	0	21	4	3	9	23
9021	NA	NA	NA	NA	NA	NA	NA	NA
9022	0	0	0	0	0	0	0	7
9023	0	7	0	6	0	0	0	3
9024	0	0	0	0	15	0	0	15
9025	0	2	0	0	3	2	2	8
9026	0	4	0	0	0	0	0	0
9027	0	0	0	0	20	0	0	0
9028	0	5	0	0	3	0	0	0
9029	0	3	0	0	9	0	3	5
9030	0	18	0	0	0	0	0	4
9031	2	3	0	0	9	0	0	2
9032	0	9	0	0	0	0	0	0
9033	0	4	0	0	9	0	0	0
9034	0	6	0	0	0	0	0	0
9035	0	7	0	0	10	0	0	0
9036	0	0	0	0	6	0	3	26
9037	0	2	0	8	0	0	0	6
9038	2	0	0	0	0	0	0	1
9039	0	5	0	0	0	0	0	0
9040	0	4	0	0	4	0	0	0
9041	2	6	0	0	13	0	0	17
9042	4	0	0	0	0	0	2	0
9043	0	14	0	0	0	0	0	3
9044	0	3	0	0	0	0	0	0
9045	0	4	0	0	8	0	0	0
9046	0	0	0	0	0	0	0	2
9047	3	0	0	0	12	10	3	7
9048	3	0	0	8	3	0	0	2
9049	0	0	0	0	6	0	0	0
9050	0	3	0	0	11	0	0	20
9051	0	0	0	0	0	0	0	4
9052	0	2	0	0	0	0	0	20
9053	0	2	0	4	4	0	0	4
9054	0	0	0	0	3	0	0	12
9055	0	0	0	0	5	0	0	2
9056	10	5	0	0	0	0	0	0
9057	9	6	0	0	21	0	0	4
9058	0	8	0	0	0	0	0	4
9059	0	14	0	0	0	0	3	0
9060	3	0	0	0	0	0	0	0
9061	0	3	0	3	5	0	0	0
9062	0	0	0	0	0	0	0	0
9063	0	0	0	0	4	0	0	7
9064	0	8	0	0	0	0	0	0
9065	0	7	0	0	3	0	4	0
9066	0	0	0	0	0	0	0	9
9067	NA	NA	NA	NA	NA	NA	NA	NA
9068	0	10	0	0	0	0	0	0
9069	0	0	0	0	0	0	0	0
9070	0	0	0	0	0	0	0	14
9071	0	9	0	0	6	0	0	0
9072	0	3	0	0	0	0	0	0
9073	0	0	0	0	0	0	0	2
9074	0	9	0	0	13	0	0	4
9075	0	0	0	0	11	0	5	0
9076	0	3	0	0	0	0	0	0
9077	0	0	0	0	0	0	0	0
9078	0	2	0	0	7	0	0	0
9079	0	2	0	0	0	0	0	1
9080	2	0	0	0	0	0	0	0
9081	0	0	0	0	0	0	0	0
9082	0	4	0	0	0	0	0	2
9083	0	0	0	0	0	0	0	0
9084	0	2	0	0	7	0	0	0
9085	0	8	0	0	0	0	0	0
9086	4	0	0	0	10	0	0	0
9087	0	9	0	0	2	0	4	4
9088	0	6	0	0	0	2	2	0
9089	10	2	0	0	0	0	0	2
9090	0	4	0	4	2	0	0	0
9091	0	7	0	0	0	0	0	13
9092	0	0	0	0	0	0	0	0
9093	0	3	0	0	0	0	0	0
9094	0	20	0	0	0	0	0	0
9095	0	0	0	0	0	0	22	0
9096	0	0	0	0	0	0	0	0
9097	0	3	0	0	6	0	6	6
9098	4	10	0	0	6	0	0	16
9099	0	0	0	0	0	0	0	15
9100	0	16	0	0	4	0	0	0
9101	0	9	0	2	0	0	0	0
9102	0	0	0	0	15	0	0	2
9103	0	0	0	0	1	0	0	0
9104	0	0	0	0	8	0	0	2
9105	0	3	0	0	0	0	0	0
9106	4	0	0	0	3	0	0	0
9107	0	0	0	0	0	0	0	0
9108	2	0	0	0	0	0	0	0
9109	0	14	0	0	4	0	0	0
9110	0	2	0	0	0	0	0	2
9111	0	0	0	0	0	0	0	0
9112	0	0	0	0	0	0	0	0
9113	0	8	0	0	0	0	7	0
9114	0	0	0	0	6	0	2	0
9115	0	11	0	0	4	0	0	0
9116	3	3	0	0	26	0	0	3
9117	0	3	0	0	2	0	0	0
9118	0	0	0	0	11	0	2	0
9119	0	0	0	0	25	0	0	19
9120	0	0	0	0	0	0	0	0
9121	0	12	0	0	6	0	0	2
9122	0	0	0	0	5	0	0	14
9123	0	14	0	0	10	0	0	16
9124	0	4	0	13	0	0	0	3
9125	0	6	0	0	0	0	0	2
9126	0	17	0	0	0	0	0	0
9127	0	8	0	0	0	0	0	0
9128	0	4	0	0	4	0	0	0
9129	0	0	0	0	2	0	0	0
9130	0	0	0	5	0	4	0	4
9131	0	3	0	0	4	0	0	0
9132	0	2	0	0	13	0	0	3
9133	0	4	0	0	7	0	0	0
9134	0	21	0	0	22	0	0	10
9135	0	3	0	0	0	0	3	6
9136	0	6	0	0	21	0	0	8
9137	0	0	0	0	0	0	0	6
9138	0	10	0	0	6	0	0	0
9139	0	5	0	0	0	0	0	0
9140	0	10	0	6	11	0	0	2
9141	0	2	0	0	4	0	0	2
9142	0	0	0	0	0	0	2	0
9143	2	0	0	0	14	0	0	0
9144	0	2	0	0	18	0	0	10
9145	0	6	0	0	0	0	3	0
9146	0	6	0	0	14	0	0	10
9147	3	0	0	0	8	0	0	0
9148	1	6	0	0	0	1	17	2
9149	0	13	0	8	0	0	2	4
9150	0	7	0	0	12	0	0	0
9151	0	0	0	0	8	0	0	17
9152	0	9	0	0	4	0	0	0
9153	0	0	0	0	0	0	0	0
9154	0	8	0	0	0	0	0	0
9155	0	3	0	0	0	0	0	0
9156	0	0	0	0	5	0	0	4
9157	0	8	0	11	13	0	0	13
9158	0	4	0	0	0	0	0	0
9159	0	0	0	0	0	0	0	0
9160	0	1	0	0	0	0	0	0
9161	0	0	0	0	7	0	0	0
9162	0	0	0	0	0	0	4	0
9163	0	16	0	0	0	0	0	0
9164	0	0	0	0	0	0	0	0
9165	0	0	0	2	4	0	0	11
9166	0	0	0	0	0	0	2	2
9167	2	0	0	2	4	2	0	2
9168	0	3	0	0	0	0	4	0
9169	0	0	0	0	0	0	0	0
9170	0	12	0	0	0	0	2	8
9171	0	14	0	0	0	0	0	0
9172	0	0	0	0	2	0	0	0
9173	0	4	0	0	9	0	0	2
9174	0	0	0	0	2	0	0	17
9175	0	0	0	0	4	0	0	0
9176	0	2	0	0	5	0	0	4
9177	0	2	0	0	6	0	0	0
9178	3	0	0	0	2	0	0	2
9179	0	0	0	0	0	0	0	0
9180	0	3	0	0	5	0	0	2
9181	2	0	0	0	13	0	0	0
9182	0	3	0	0	0	0	0	9
9183	0	5	0	0	0	0	0	2
9184	0	0	0	0	4	0	0	0
9185	2	2	0	0	19	0	0	0
9186	0	0	0	0	19	0	0	0
9187	0	0	0	0	0	0	0	0
9188	0	0	0	0	0	0	0	0
9189	0	0	0	0	7	0	0	0
9190	0	2	0	0	0	0	0	0
9191	0	0	0	0	0	0	0	0
9192	0	6	0	0	2	0	0	4
9193	0	0	0	0	0	0	0	2
9194	0	4	0	0	0	0	0	0
9195	2	0	0	0	0	0	0	6
9196	0	0	0	0	2	0	0	0
9197	0	0	0	0	0	0	0	0
9198	2	0	0	0	6	0	0	0
9199	0	9	0	0	0	3	6	0
9200	0	0	0	0	3	0	0	0
9201	0	0	0	0	0	0	0	17
9202	0	10	0	0	0	0	0	0
9203	0	0	0	0	0	2	0	0
9204	0	0	0	0	24	0	0	12
9205	0	0	0	0	0	0	0	3
9206	0	10	0	0	8	0	0	0
9207	0	6	0	0	0	0	0	0
9208	0	5	0	0	0	0	2	0
9209	0	13	0	0	0	0	0	9
9210	0	23	0	0	5	0	2	5
9211	0	13	0	0	0	0	0	0
9212	0	10	0	0	4	0	0	8
9213	0	1	0	0	0	0	0	2
9214	4	2	0	0	8	0	0	32
9215	0	6	0	0	6	0	0	0
9216	2	3	0	0	0	0	0	0
9217	0	0	0	0	14	0	0	6
9218	0	0	0	0	0	0	4	2
9219	0	7	0	0	0	0	0	0
9220	0	11	0	1	7	2	9	16
9221	0	0	0	0	4	0	0	4
9222	0	6	0	0	9	0	0	4
9223	0	6	0	0	4	0	0	0
9224	0	1	0	0	0	0	0	0
9225	0	6	0	5	0	0	0	0
9226	0	0	0	0	4	0	0	0
9227	0	0	0	0	0	0	0	0
9228	0	10	0	0	0	0	0	0
9229	0	0	0	0	6	0	0	10
9230	5	3	0	0	3	0	0	0
9231	0	9	0	0	0	0	0	0
9232	4	2	0	0	18	2	8	0
9233	0	0	0	0	0	2	11	8
9234	0	26	0	0	0	0	0	0
9235	0	0	0	0	0	0	0	2
9236	28	0	0	0	0	0	0	0
9237	0	9	0	0	12	0	0	6
9238	0	0	0	0	0	0	0	0
9239	0	3	0	0	5	0	0	9
9240	7	9	0	0	14	0	0	0
9241	0	2	0	0	1	0	0	0
9242	6	0	0	0	0	0	0	0
9243	0	0	0	0	6	0	0	0
9244	0	9	0	0	0	3	2	0
9245	0	5	0	0	13	0	0	0
9246	0	6	0	0	15	0	5	5
9247	NA	NA	NA	NA	NA	NA	NA	NA
9248	2	10	0	2	8	0	0	0
9249	0	0	0	0	0	0	0	6
9250	0	5	0	0	2	0	0	9
9251	0	0	0	0	4	0	0	6
9252	0	16	0	0	0	0	0	0
9253	4	6	0	0	0	0	2	0
9254	0	9	0	0	0	0	2	0
9255	0	5	0	0	0	0	3	0
9256	0	0	0	2	0	0	0	2
9257	0	4	0	0	4	0	0	0
9258	0	6	0	2	0	0	0	1
9259	0	0	0	0	0	0	0	0
9260	0	3	0	0	5	0	0	0
9261	0	4	0	0	4	0	0	0
9262	0	0	0	0	4	0	0	0
9263	0	0	0	0	10	0	0	4
9264	0	2	0	0	17	0	0	0
9265	0	4	0	0	0	0	0	0
9266	0	6	0	0	0	0	2	0
9267	0	2	0	0	2	0	0	0
9268	0	0	0	0	12	0	0	0
9269	0	0	0	0	9	0	0	0
9270	2	0	0	0	8	0	4	1
9271	0	4	0	15	2	2	4	7
9272	5	3	0	0	8	0	0	0
9273	0	0	0	0	0	0	0	0
9274	2	0	0	0	4	0	0	2
9275	0	2	0	0	0	0	0	0
9276	0	3	0	0	0	0	0	0
9277	0	0	0	0	8	0	0	3
9278	0	0	0	0	0	0	0	2
9279	0	0	0	0	0	0	0	2
9280	0	3	0	0	0	0	0	2
9281	0	2	0	0	5	2	0	15
9282	0	10	0	0	0	0	0	6
9283	0	16	0	0	20	0	0	0
9284	3	0	0	0	7	0	0	18
9285	8	0	0	0	17	0	0	0
9286	0	0	0	0	0	0	0	0
9287	0	0	0	0	15	0	0	0
9288	0	3	0	0	4	0	0	0
9289	2	2	0	0	10	0	0	0
9290	0	5	0	15	0	0	0	0
9291	NA	NA	NA	NA	NA	NA	NA	NA
9292	0	6	0	0	19	0	0	0
9293	0	0	0	0	2	0	0	0
9294	0	8	0	2	0	2	2	2
